userId,age,gender,registeredAt,firstBankConnectedAt
1307,19,F,2020-03-06 10:46:32,2020-03-06 10:51:18
2141,24,F,2019-12-04 14:25:23,2019-12-04 14:31:10
3885,48,M,2020-02-18 20:27:43,2020-02-19 08:01:53
3402,29,F,2020-09-28 14:06:37,2020-09-28 14:11:45
3801,52,F,2020-01-07 07:36:13,2020-01-07 07:42:47
2558,33,M,2021-03-04 13:55:05,2021-03-04 13:58:06
3795,24,F,2019-12-16 23:20:53,2019-12-16 23:26:04
2493,36,F,2020-10-28 06:51:58,2020-10-28 10:22:53
73,25,F,2019-05-27 06:45:22,2020-03-18 08:20:05
3501,26,F,2019-11-19 08:57:29,2019-11-20 16:24:27
2425,21,F,2020-03-09 20:54:26,2020-03-10 02:14:09
970,28,M,2020-10-17 14:04:08,2020-10-17 14:08:55
1200,27,F,2020-03-12 10:47:02,2020-03-12 10:50:50
1944,32,M,2019-11-08 12:25:42,2019-12-18 13:43:56
3352,28,F,2019-12-10 08:26:26,2019-12-10 08:32:20
1318,22,F,2020-08-19 07:12:49,2020-08-19 07:15:51
667,18,F,2020-02-06 17:19:31,2020-02-07 19:04:39
1742,28,M,2020-03-01 21:40:46,2020-03-01 21:47:15
2394,19,F,2020-01-09 10:40:28,2020-01-09 10:44:07
1295,24,M,2019-10-16 13:17:16,2019-10-16 13:21:44
3511,22,F,2021-01-30 20:08:46,2021-01-30 20:19:30
3719,39,F,2021-02-15 11:34:29,2021-02-15 11:40:57
3600,32,F,2019-05-17 05:37:48,2019-05-17 05:45:23
3700,31,M,2021-01-19 16:29:24,2021-01-19 16:32:07
2486,25,F,2021-02-01 11:23:56,2021-02-01 11:27:11
2766,20,F,2019-05-28 19:27:07,2019-05-28 19:31:26
3391,21,F,2019-10-13 18:46:24,2020-02-07 15:51:41
893,23,F,2020-01-04 22:44:26,2020-01-04 22:49:49
3065,26,M,2019-12-16 10:46:55,2019-12-16 10:57:08
3565,34,F,2019-08-28 14:44:01,2019-08-28 15:07:40
3708,20,F,2019-12-10 21:42:19,2019-12-10 21:45:49
3446,20,F,2019-09-26 08:10:01,2020-10-19 18:07:07
2142,19,F,2020-01-31 21:23:31,2020-01-31 21:28:08
519,31,F,2019-12-23 13:25:51,2019-12-23 13:37:02
1123,,,2019-11-27 09:26:11,2019-11-27 12:14:10
2841,24,M,2019-07-25 07:50:52,2019-10-22 18:02:14
1833,20,F,2019-06-10 17:15:11,2019-06-10 17:22:55
2110,21,M,2019-11-12 09:04:09,2019-11-12 09:07:34
2877,55,F,2020-01-01 10:48:15,2020-01-01 10:53:13
2200,29,F,2019-08-18 07:17:42,2019-09-18 10:55:28
1994,24,M,2019-07-30 19:09:10,2019-07-30 19:16:22
719,17,M,2019-08-28 16:50:38,2019-08-28 16:54:14
2964,52,F,2020-09-09 11:55:39,2020-09-09 12:09:28
1059,35,F,2020-01-29 16:09:00,2020-01-29 16:12:15
2881,34,F,2020-03-04 14:33:39,2020-03-04 14:36:50
2884,22,F,2019-09-13 12:53:45,2019-09-13 12:56:38
1737,24,F,2019-10-10 08:46:26,2019-10-10 08:56:04
1572,19,M,2020-03-11 13:25:41,2020-03-11 13:29:06
802,31,M,2019-12-09 10:45:49,2020-01-16 14:40:46
1935,17,F,2020-01-18 11:15:16,2020-01-18 11:25:24
3110,53,F,2020-11-27 17:25:59,2020-11-27 17:28:39
2116,28,F,2020-12-21 12:47:20,2020-12-21 13:58:41
3854,43,F,2020-02-16 18:11:19,2020-02-16 18:14:05
2951,21,F,2020-02-19 15:24:35,2020-02-19 15:30:44
772,27,F,2020-03-05 20:38:39,2020-03-05 20:55:44
3195,19,F,2018-10-22 12:50:45,2018-10-22 12:54:49
1181,25,F,2019-11-28 09:04:01,2019-12-01 12:54:40
1968,23,F,2020-12-27 18:27:15,2020-12-27 18:34:01
1119,19,F,2019-06-04 05:50:38,2019-06-04 05:54:46
1961,20,F,2018-09-11 11:26:01,2019-11-04 15:38:15
2300,24,M,2019-11-24 12:28:19,2019-11-24 12:30:55
1058,62,M,2021-01-03 16:19:58,2021-01-05 09:33:43
2098,22,F,2019-06-05 10:00:46,2019-06-05 11:30:50
288,35,O,2020-10-22 18:10:00,2020-10-28 15:17:04
3693,34,F,2019-11-19 14:18:25,2019-11-19 15:22:29
1907,42,F,2020-01-09 09:16:24,2020-01-09 09:22:14
197,25,M,2019-11-02 23:00:51,2019-11-02 23:04:23
2228,33,F,2020-02-14 13:58:46,2020-02-14 14:04:11
2379,26,F,2019-10-29 06:15:08,2019-10-29 06:19:17
945,28,F,2019-11-16 20:49:57,2019-11-16 20:54:26
3746,32,F,2021-02-24 14:34:38,2021-02-24 14:40:37
3126,21,F,2019-07-15 11:35:16,2019-07-15 11:38:51
1711,18,M,2019-06-01 16:12:00,2019-06-01 19:18:24
793,19,F,2020-08-27 20:25:06,2020-08-27 20:29:20
2163,22,F,2019-09-11 08:27:35,2020-01-21 18:26:05
3265,31,F,2020-02-25 09:03:57,2020-02-25 09:08:29
3166,24,F,2019-10-28 20:57:12,2019-10-28 21:08:14
1198,27,F,2020-12-08 09:06:39,2020-12-08 09:09:07
2666,31,M,2020-03-12 05:16:33,2020-03-12 05:19:46
1997,22,M,2019-09-18 23:49:23,2019-09-18 23:54:45
386,24,F,2020-05-10 19:36:41,2020-05-10 19:42:43
2498,21,F,2018-12-31 11:05:05,2018-12-31 11:23:54
839,18,M,2019-02-16 15:39:35,2019-02-17 15:46:45
1832,41,F,2020-03-04 15:29:18,2020-03-04 15:33:20
3690,41,M,2020-10-09 07:00:07,2020-10-11 19:41:05
1911,21,F,2020-02-28 15:14:52,2020-02-28 15:19:07
2388,21,F,2019-10-01 17:16:57,2019-10-01 17:24:52
1952,24,F,2020-03-06 05:33:22,2020-03-07 22:05:15
2040,25,F,2019-11-15 08:19:42,2019-11-15 10:04:15
1586,18,F,2021-02-13 21:43:12,2021-02-13 21:48:03
3006,31,O,2021-08-15 16:43:22,2021-08-15 16:46:07
249,30,F,2019-10-02 21:30:28,2019-10-02 21:34:44
1595,18,M,2019-11-18 21:59:40,2021-08-03 00:48:34
1319,28,F,2020-03-10 18:24:02,2020-03-10 18:26:33
2011,23,F,2019-10-07 10:46:38,2019-10-07 10:55:45
444,20,F,2020-01-09 20:05:37,2020-01-09 20:12:22
412,38,M,2020-11-27 21:39:51,2020-11-27 21:51:38
814,20,M,2019-10-17 15:42:54,2019-10-17 15:46:50
1940,22,M,2021-06-14 06:10:25,2021-06-14 06:13:44
114,22,F,2019-09-16 16:19:16,2019-09-16 16:24:47
2586,27,F,2019-10-10 21:55:07,2019-10-10 21:57:06
193,19,F,2019-12-26 17:33:34,2019-12-26 17:42:25
1670,26,M,2020-05-14 18:00:51,2020-05-14 18:05:10
2132,26,M,2019-11-16 10:34:04,2019-11-16 10:43:37
1927,19,M,2019-10-06 19:29:17,2019-10-06 19:32:07
3049,28,F,2019-11-10 14:08:21,2019-11-10 14:15:43
2305,24,M,2019-10-18 11:04:31,2019-10-18 11:08:02
3214,25,F,2020-10-21 14:59:04,2020-10-25 08:55:02
122,25,F,2019-10-03 22:31:40,2019-10-03 22:37:24
3737,18,F,2019-06-10 15:54:17,2019-06-10 15:56:45
1461,23,F,2019-01-01 19:55:39,2019-01-01 19:58:23
3030,18,F,2019-06-04 15:12:35,2019-06-04 18:38:44
276,20,F,2019-12-09 20:39:25,2020-01-02 16:35:52
1812,28,F,2020-01-13 13:50:33,2020-01-13 13:54:52
3578,28,F,2020-09-22 17:06:26,2020-10-04 16:42:40
1915,48,F,2021-03-16 20:16:48,2021-03-16 20:37:19
2465,22,F,2018-11-19 21:45:56,2018-11-19 21:48:03
566,24,F,2019-11-11 15:21:14,2019-11-11 15:23:56
1743,26,F,2020-01-11 20:26:24,2020-01-12 19:59:05
1519,19,M,2019-12-13 10:02:01,2019-12-13 10:04:31
1618,23,F,2020-03-15 11:31:10,2020-03-15 11:38:05
2053,18,F,2019-10-30 07:22:20,2019-11-06 17:25:11
2468,27,F,2019-11-12 14:05:24,2019-11-12 14:08:21
2406,39,M,2020-02-13 16:28:47,2020-09-10 19:03:13
723,19,M,2021-11-16 11:16:48,2021-11-16 11:24:28
1086,24,F,2019-12-09 19:59:46,2019-12-09 20:02:38
1024,45,F,2019-12-12 11:06:29,2019-12-15 14:06:02
346,24,F,2020-01-24 15:13:59,2020-01-24 19:10:10
3734,31,M,2019-10-11 12:51:00,2019-10-11 12:55:39
2613,32,F,2020-12-12 16:37:41,2020-12-12 16:44:50
2495,43,F,2019-12-18 18:43:17,2019-12-18 18:48:28
2948,27,F,2020-03-03 07:08:42,2020-03-03 09:33:15
69,26,F,2020-02-19 06:44:20,2020-02-19 06:48:22
1244,20,M,2019-12-03 07:20:13,2019-12-03 07:23:41
1692,19,F,2020-03-01 23:42:59,2020-03-01 23:52:19
714,26,M,2019-09-18 11:54:42,2019-09-18 11:57:29
1683,32,F,2019-11-18 10:39:43,2020-06-16 22:40:42
3624,35,F,2020-01-26 20:48:46,2020-01-27 22:39:15
2632,27,F,2020-02-14 08:27:03,2020-02-14 08:34:57
2277,26,M,2019-11-24 12:56:36,2019-11-24 13:00:40
2101,33,F,2020-01-04 14:52:12,2020-01-04 15:07:12
580,37,F,2019-12-03 23:34:24,2019-12-04 19:36:25
2483,26,F,2019-12-02 00:22:19,2019-12-02 00:26:39
2242,21,F,2019-06-07 16:31:38,2019-06-07 16:35:09
308,34,F,2019-10-16 06:21:51,2019-10-16 06:27:27
3318,22,F,2019-08-22 13:46:43,2019-08-22 13:51:41
3867,29,F,2021-03-03 09:41:22,2021-03-03 09:44:56
2108,45,F,2019-11-18 13:04:12,2019-11-18 13:09:52
927,24,F,2020-07-20 09:51:05,2020-07-20 09:53:59
608,25,F,2020-01-07 09:24:13,2020-01-07 09:30:18
229,18,F,2019-09-11 09:53:54,2019-12-07 07:47:11
2278,18,F,2019-05-27 14:40:24,2019-05-27 14:42:48
2089,25,M,2020-03-05 22:59:29,2020-03-05 23:03:51
3228,45,F,2019-10-27 12:34:35,2019-11-08 10:08:05
551,18,F,2019-08-25 07:30:55,2020-01-20 12:07:52
3534,25,F,2019-12-04 07:54:32,2019-12-04 07:58:13
2791,25,F,2021-09-02 20:37:49,2021-09-02 20:41:56
2548,27,F,2020-01-16 15:30:29,2020-03-09 09:47:15
2120,24,O,2021-08-21 19:53:14,2021-08-21 19:59:48
834,25,F,2019-10-26 07:16:24,2019-11-06 09:01:50
3347,23,F,2020-10-12 20:45:16,2020-10-12 20:48:19
63,26,F,2020-01-20 15:33:37,2020-01-20 15:47:39
3630,24,M,2019-10-08 12:20:04,2019-10-08 12:29:18
1841,21,F,2019-09-28 14:54:46,2019-09-28 14:59:25
1946,32,M,2019-11-08 08:46:05,2019-11-08 08:49:45
471,26,M,2019-09-15 14:25:21,2019-09-15 14:27:23
3811,44,F,2021-08-30 13:56:12,2021-08-31 06:46:03
2719,19,F,2018-10-31 10:35:11,2018-10-31 12:54:09
2805,23,M,2018-10-11 07:44:21,2018-10-11 07:49:59
2224,28,F,2021-01-12 18:28:00,2021-01-12 18:29:42
1741,33,F,2020-03-02 10:16:54,2020-03-02 10:24:13
561,27,F,2019-11-22 20:14:47,2019-12-01 13:23:44
3370,21,F,2020-10-14 16:40:54,2020-10-14 16:45:26
3083,26,F,2019-12-13 18:58:13,2019-12-13 19:04:41
1304,20,F,2019-09-28 05:41:52,2019-09-28 05:44:10
2402,48,F,2020-07-03 20:55:13,2020-07-04 16:32:04
3829,33,M,2020-12-24 14:40:31,2020-12-24 14:42:47
3004,24,M,2019-08-28 13:06:16,2019-08-28 13:09:22
2825,25,F,2020-01-05 16:02:13,2020-01-05 16:04:57
1476,20,F,2019-07-08 07:53:32,2019-07-08 07:55:47
3505,20,F,2020-10-08 20:03:30,2020-10-08 20:07:39
3232,25,F,2020-10-14 14:10:02,2020-10-14 14:13:13
462,22,F,2019-11-28 18:00:22,2019-11-29 13:41:48
3503,22,F,2019-10-17 18:57:06,2019-10-17 19:01:05
520,21,F,2019-11-04 14:00:15,2019-11-04 14:46:06
859,24,F,2020-12-18 10:40:51,2020-12-21 13:29:15
1104,36,F,2020-01-26 07:34:13,2020-01-26 07:40:02
3933,34,F,2020-01-10 18:11:21,2020-01-10 18:14:42
1537,18,M,2020-08-09 22:26:52,2020-08-09 22:34:04
3160,28,F,2020-01-01 21:08:18,2020-01-01 21:16:22
2630,23,F,2019-09-11 15:06:25,2019-09-11 15:10:46
822,35,F,2020-12-21 11:04:02,2020-12-21 11:06:35
1765,20,F,2019-06-17 21:10:59,2019-06-17 21:14:59
3858,19,F,2020-04-18 10:47:50,2020-04-18 10:53:05
600,30,M,2020-11-26 10:46:58,2020-11-26 10:48:52
1727,25,F,2019-10-01 07:24:20,2020-01-24 09:20:39
2910,30,F,2020-09-12 16:25:24,2020-09-12 16:29:48
1301,21,F,2019-12-31 12:20:03,2019-12-31 12:24:26
1230,18,F,2020-06-05 14:54:05,2020-06-05 14:57:52
1379,21,M,2019-12-30 00:08:53,2019-12-30 00:18:51
3673,22,M,2019-10-12 12:01:03,2019-10-12 12:04:34
1012,25,F,2019-10-22 21:10:24,2019-10-22 21:16:41
164,27,F,2019-09-30 21:31:35,2019-10-01 06:28:53
3903,38,F,2019-12-07 21:36:12,2019-12-07 21:43:12
776,20,O,2021-09-03 14:30:30,2021-09-03 14:32:32
1594,24,F,2020-10-11 16:41:39,2020-10-11 16:44:56
44,26,M,2019-08-29 08:39:08,2019-08-29 08:43:21
86,19,M,2019-06-01 16:02:52,2019-06-01 16:07:04
2967,19,F,2019-07-19 22:36:45,2019-07-19 22:40:12
2709,33,F,2021-04-19 09:55:53,2021-04-19 09:58:54
1825,25,M,2019-07-26 17:04:30,2019-07-26 17:06:44
1364,32,F,2019-06-26 21:40:10,2019-07-14 07:50:32
1424,18,F,2019-10-12 17:38:47,2019-10-12 18:00:57
2251,22,F,2020-03-05 17:28:03,2020-03-05 17:31:11
1515,20,F,2019-10-31 10:41:28,2019-10-31 10:48:44
2990,28,F,2020-02-09 22:09:58,2020-02-09 22:13:42
428,28,F,2020-11-02 10:28:15,2020-11-02 10:30:47
738,23,F,2019-09-30 13:05:12,2019-09-30 13:07:54
3839,48,F,2020-02-20 17:32:56,2020-02-20 17:36:34
2704,24,F,2020-06-25 15:31:28,2020-06-25 15:33:46
3473,23,M,2019-11-08 17:53:28,2019-11-08 17:59:54
195,29,M,2020-08-29 08:39:05,2020-08-29 08:43:50
3586,27,F,2020-12-15 21:14:55,2021-01-19 11:37:37
355,28,F,2020-10-27 07:57:35,2020-10-27 08:00:58
1099,21,F,2019-11-13 16:13:11,2019-11-22 17:21:02
2121,24,M,2020-02-21 09:30:07,2020-02-21 09:33:05
2429,43,F,2021-08-10 20:20:21,2021-08-10 20:22:20
3780,31,M,2021-01-11 18:36:00,2021-02-10 04:57:45
3909,32,M,2019-10-23 18:17:00,2019-10-24 05:22:26
1404,20,F,2019-09-19 17:46:10,2019-10-08 11:13:48
3696,37,F,2019-09-28 19:39:42,2019-09-28 19:44:11
3407,24,F,2020-02-20 08:14:16,2020-02-20 08:21:21
1657,23,F,2019-10-05 21:24:24,2019-10-06 18:47:44
3636,27,F,2019-10-12 13:49:02,2019-10-12 13:54:15
1053,24,F,2019-12-11 17:27:54,2019-12-11 17:30:37
47,26,F,2020-01-09 13:22:37,2020-01-09 13:25:52
3664,31,F,2019-08-28 16:33:12,2020-02-17 08:23:08
1160,23,F,2019-12-22 22:17:53,2019-12-22 22:21:03
3529,30,F,2020-11-20 22:14:09,2020-11-21 20:42:02
2273,19,F,2019-09-27 05:00:57,2020-02-18 10:54:08
3071,21,F,2020-02-21 08:12:06,2020-02-21 08:22:31
1738,49,M,2021-09-05 20:41:30,2021-09-05 20:48:31
2756,23,F,2020-08-13 18:25:15,2020-08-14 09:55:42
2751,21,F,2020-02-16 23:11:59,2020-02-16 23:22:52
3408,25,F,2019-06-05 13:18:30,2019-06-05 13:21:08
3340,21,F,2019-09-13 17:17:26,2019-11-06 12:50:32
2777,24,F,2019-10-16 13:55:29,2019-10-16 14:00:08
1291,22,M,2019-09-06 23:12:05,2019-09-06 23:16:52
3740,37,F,2021-01-08 21:14:57,2021-01-08 21:18:39
2642,20,F,2021-05-06 07:45:18,2021-05-06 17:08:30
2227,30,M,2020-02-25 07:16:35,2020-02-25 07:22:00
389,53,F,2018-11-04 12:04:04,2018-11-04 12:06:58
3157,24,F,2019-09-28 11:03:38,2019-09-28 11:12:18
1411,23,F,2020-08-31 22:08:22,2020-09-02 21:37:12
1559,20,F,2019-10-06 07:12:27,2019-10-06 07:14:19
1136,22,M,2019-08-23 10:13:41,2019-08-23 10:16:54
906,24,F,2020-08-26 18:23:25,2020-08-26 18:28:53
3827,23,F,2020-01-28 10:19:18,2020-02-04 13:46:49
1954,24,F,2020-01-14 21:15:20,2020-01-14 21:17:48
2540,22,M,2019-05-18 16:36:33,2019-05-18 16:39:38
3931,34,F,2020-03-11 19:32:54,2020-04-05 08:11:15
951,21,F,2019-11-25 15:03:27,2019-11-25 15:10:37
924,19,M,2019-06-03 15:58:31,2019-06-03 16:02:43
1756,38,M,2019-12-08 16:51:01,2019-12-08 16:54:40
124,50,F,2020-02-15 18:18:36,2020-02-15 18:26:28
1454,22,F,2019-09-20 10:23:17,2019-11-01 21:50:01
2029,29,F,2020-01-16 12:50:46,2020-01-23 10:33:41
2939,19,F,2021-08-01 23:51:01,2021-08-01 23:53:59
2344,19,M,2019-05-30 01:56:28,2019-06-03 18:30:58
2222,27,M,2020-12-25 10:56:13,2020-12-26 11:12:57
1041,32,M,2020-12-02 13:06:51,2020-12-02 18:17:37
2833,40,F,2019-08-27 20:35:28,2021-09-06 06:47:45
2963,21,F,2020-08-26 19:17:46,2020-08-26 19:28:42
3319,23,F,2021-03-10 08:02:16,2021-03-29 13:39:17
3272,23,F,2020-08-19 15:24:27,2020-10-06 19:37:44
3125,38,M,2020-01-24 04:54:00,2020-01-24 04:57:04
154,23,F,2019-06-10 15:49:09,2019-06-10 16:27:04
2158,43,F,2021-04-25 09:25:15,2021-04-25 09:32:09
1352,20,F,2020-08-25 05:56:55,2020-08-25 06:00:21
1025,32,M,2020-02-29 11:17:51,2020-02-29 11:21:10
3875,28,F,2020-02-03 16:55:53,2020-02-03 16:59:27
313,18,F,2019-11-17 17:19:40,2019-11-17 17:27:24
1882,20,F,2019-11-10 00:58:47,2019-11-10 11:31:23
2715,29,F,2021-03-12 06:50:24,2021-03-24 07:31:46
850,26,F,2020-02-12 06:32:46,2020-02-12 06:38:11
2410,23,F,2020-01-02 01:20:12,2020-01-02 01:27:04
2992,37,F,2019-12-13 15:06:00,2019-12-13 15:08:30
564,29,M,2020-01-01 23:20:53,2020-01-01 23:25:02
16,33,M,2021-01-29 09:23:39,2021-02-16 15:04:20
1410,20,F,2020-10-21 12:44:02,2020-10-21 12:49:19
383,26,F,2020-03-05 18:50:51,2020-03-06 12:17:40
946,53,F,2021-03-07 09:10:14,2021-03-07 09:13:23
3076,23,M,2020-10-17 19:27:31,2020-10-17 19:34:47
1536,24,F,2021-06-23 15:01:32,2021-06-24 08:18:19
3543,34,F,2020-01-14 20:51:41,2020-01-14 20:53:47
2042,28,M,2020-02-13 22:55:25,2020-04-18 14:58:18
1625,30,M,2019-07-04 06:47:16,2019-07-04 06:53:38
2571,33,M,2020-03-03 20:14:45,2020-03-03 20:20:37
3236,29,F,2020-06-04 19:42:01,2020-06-05 18:59:24
2744,22,F,2019-11-11 14:33:46,2019-11-11 14:59:58
2450,33,F,2020-01-08 17:11:04,2020-01-08 17:14:05
3098,21,F,2019-10-27 20:48:48,2019-10-27 20:51:34
3455,24,F,2020-08-12 06:25:08,2020-08-12 07:07:14
2551,22,F,2019-12-03 20:31:18,2019-12-14 17:13:55
3512,23,F,2019-12-19 09:54:21,2019-12-19 09:58:34
91,31,F,2020-02-02 16:40:24,2020-02-02 17:06:41
3487,21,F,2019-10-25 07:44:05,2019-10-25 07:48:16
3460,28,F,2021-01-18 09:40:44,2021-01-18 09:49:58
1844,24,F,2019-10-29 14:30:32,2019-10-29 14:41:11
3584,40,F,2019-11-09 21:48:22,2019-11-09 21:55:09
